,accuracy,ba,roc_auc,kappa,mcc,precision,recall,sensitivity,PPV,specificity,NPV,Coverage
0,0.801980198019802,0.7131255487269534,0.8075065847234416,0.49015648662291766,0.5516618047183488,0.9375,0.4411764705882353,0.4411764705882353,0.9375,0.9850746268656716,0.7764705882352941,1.0
1,0.8529411764705882,0.7368421052631579,0.8120300751879699,0.5646606914212547,0.6272150756439738,1.0,0.47368421052631576,0.47368421052631576,1.0,1.0,0.8305084745762712,0.6732673267326733
